year,Value,Units,variable_code
2019,"10,Dollars (millions),H33
2019,"244,Dollars,H34
2019,"12,Dollars,H35
2019,104,Percentage,H36
2019,63,Percentage,H37
2019,27,Percentage,H38
2019,27,Percentage,H39
2019,9,Percentage,H40
2019,34,Percentage,H41
2019,"18,Dollars (millions),H01
2019,"18,Dollars (millions),H02
2019,820,Dollars (millions),H03
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,19,Dollars (millions),H07
2019,"18,Dollars (millions),H08
2019,98,Dollars (millions),H09
2019,42,Dollars (millions),H10
2019,112,Dollars (millions),H11
2019,"1,Dollars (millions),H12
2019,0,Dollars (millions),H13
2019,"15,Dollars (millions),H17
2019,"1,Dollars (millions),H18
2019,21,Dollars (millions),H20
2019,"2,Dollars (millions),H21
2019,"2,Dollars (millions),H22
2019,495,Dollars (millions),H23
2019,"5,Dollars (millions),H24
2019,"3,Dollars (millions),H25
2019,"1,Dollars (millions),H26
2019,292,Dollars (millions),H27
2019,153,Dollars (millions),H28
2019,731,Dollars (millions),H29
2019,"5,Dollars (millions),H30
2019,"2,Dollars (millions),H31
2019,"2,Dollars (millions),H32
2019,917,Dollars (millions),H33
2019,"652,Dollars,H34
2019,"17,Dollars,H35
2019,136,Percentage,H36
2019,57,Percentage,H37
2019,14,Percentage,H38
2019,25,Percentage,H39
2019,9,Percentage,H40
2019,35,Percentage,H41
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019, dividends and donations", Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019, grants and subsidies", Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial performance, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial position, Grocery Stores and Specialised Food Retailing",Dollars (millions)
2019,Financial ratios, Grocery Stores and Specialised Food Retailing",Dollars
2019,Financial ratios, Grocery Stores and Specialised Food Retailing",Dollars
2019,Financial ratios, Grocery Stores and Specialised Food Retailing",Percentage
2019,Financial ratios, Grocery Stores and Specialised Food Retailing",Percentage
2019,Financial ratios, Grocery Stores and Specialised Food Retailing",Percentage
2019,Financial ratios, Grocery Stores and Specialised Food Retailing",Percentage
2019,Financial ratios, Grocery Stores and Specialised Food Retailing",Percentage
2019,Financial ratios, Grocery Stores and Specialised Food Retailing",Percentage
2019,"33,Dollars (millions),H01
2019,"31,Dollars (millions),H02
2019,"1,Dollars (millions),H03
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,65,Dollars (millions),H07
2019,"32,Dollars (millions),H08
2019,176,Dollars (millions),H09
2019,107,Dollars (millions),H10
2019,438,Dollars (millions),H11
2019,"5,Dollars (millions),H12
2019,10,Dollars (millions),H13
2019,"20,Dollars (millions),H17
2019,"5,Dollars (millions),H18
2019,165,Dollars (millions),H20
2019,"4,Dollars (millions),H21
2019,"5,Dollars (millions),H22
2019,"1,Dollars (millions),H23
2019,"16,Dollars (millions),H24
2019,"10,Dollars (millions),H25
2019,"3,Dollars (millions),H26
2019,884,Dollars (millions),H27
2019,254,Dollars (millions),H28
2019,"3,Dollars (millions),H29
2019,"16,Dollars (millions),H30
2019,"5,Dollars (millions),H31
2019,"7,Dollars (millions),H32
2019,"3,Dollars (millions),H33
2019,"287,Dollars,H34
2019,"16,Dollars,H35
2019,131,Percentage,H36
2019,67,Percentage,H37
2019,36,Percentage,H38
2019,34,Percentage,H39
2019,11,Percentage,H40
2019,34,Percentage,H41
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019, dividends and donations", Electrical and Hardware Retailing",Dollars (millions)
2019, grants and subsidies", Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial performance, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial position, Electrical and Hardware Retailing",Dollars (millions)
2019,Financial ratios, Electrical and Hardware Retailing",Dollars
2019,Financial ratios, Electrical and Hardware Retailing",Dollars
2019,Financial ratios, Electrical and Hardware Retailing",Percentage
2019,Financial ratios, Electrical and Hardware Retailing",Percentage
2019,Financial ratios, Electrical and Hardware Retailing",Percentage
2019,Financial ratios, Electrical and Hardware Retailing",Percentage
2019,Financial ratios, Electrical and Hardware Retailing",Percentage
2019,Financial ratios, Electrical and Hardware Retailing",Percentage
2019,Total income, Clothing, Footwear and Personal Accessory Retailing"
2019,Sales of goods not further processed, Clothing, Footwear and Personal Accessory Retailing"
2019,Sales of other goods and services, Clothing, Footwear and Personal Accessory Retailing"
2019,"Interest, Clothing, Footwear and Personal Accessory Retailing"
2019,"Government funding, Clothing, Footwear and Personal Accessory Retailing"
2019,Non-operating income, Clothing, Footwear and Personal Accessory Retailing"
2019,Total expenditure, Clothing, Footwear and Personal Accessory Retailing"
2019,Interest and donations, Clothing, Footwear and Personal Accessory Retailing"
2019,Indirect taxes, Clothing, Footwear and Personal Accessory Retailing"
2019,Depreciation, Clothing, Footwear and Personal Accessory Retailing"
2019,Salaries and wages paid, Clothing, Footwear and Personal Accessory Retailing"
2019,Redundancy and severance, Clothing, Footwear and Personal Accessory Retailing"
2019,Purchases of goods bought for resale, Clothing, Footwear and Personal Accessory Retailing"
2019,Other Purchases and operating expenses, Clothing, Footwear and Personal Accessory Retailing"
2019,Non-operating expenses, Clothing, Footwear and Personal Accessory Retailing"
2019,Opening stocks, Clothing, Footwear and Personal Accessory Retailing"
2019,Closing stocks, Clothing, Footwear and Personal Accessory Retailing"
2019,Surplus before income tax, Clothing, Footwear and Personal Accessory Retailing"
2019,Total assets, Clothing, Footwear and Personal Accessory Retailing"
2019,Current assets, Clothing, Footwear and Personal Accessory Retailing"
2019,Fixed tangible assets, Clothing, Footwear and Personal Accessory Retailing"
2019,Additions to fixed assets, Clothing, Footwear and Personal Accessory Retailing"
2019,Disposals of fixed assets, Clothing, Footwear and Personal Accessory Retailing"
2019,Other assets, Clothing, Footwear and Personal Accessory Retailing"
2019,Total equity and liabilities, Clothing, Footwear and Personal Accessory Retailing"
2019,Shareholders funds or owners equity, Clothing, Footwear and Personal Accessory Retailing"
2019,Current liabilities, Clothing, Footwear and Personal Accessory Retailing"
2019,Other liabilities, Clothing, Footwear and Personal Accessory Retailing"
2019,Total income per employee count, Clothing, Footwear and Personal Accessory Retailing"
2019,Surplus per employee count, Clothing, Footwear and Personal Accessory Retailing"
2019,Current ratio, Clothing, Footwear and Personal Accessory Retailing"
2019,Quick ratio, Clothing, Footwear and Personal Accessory Retailing"
2019,Margin on sales of goods for resale, Clothing, Footwear and Personal Accessory Retailing"
2019,Return on equity, Clothing, Footwear and Personal Accessory Retailing"
2019,Return on total assets, Clothing, Footwear and Personal Accessory Retailing"
2019,Liabilities structure, Clothing, Footwear and Personal Accessory Retailing"
2019,"5,Dollars (millions),H01
2019,"5,Dollars (millions),H02
2019,45,Dollars (millions),H03
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,C,Dollars (millions),H07
2019,"5,Dollars (millions),H08
2019,C,Dollars (millions),H09
2019,26,Dollars (millions),H10
2019,83,Dollars (millions),H11
2019,839,Dollars (millions),H12
2019,C,Dollars (millions),H13
2019,"3,Dollars (millions),H17
2019,764,Dollars (millions),H18
2019,C,Dollars (millions),H20
2019,759,Dollars (millions),H21
2019,829,Dollars (millions),H22
2019,247,Dollars (millions),H23
2019,"2,Dollars (millions),H24
2019,"1,Dollars (millions),H25
2019,C,Dollars (millions),H26
2019,142,Dollars (millions),H27
2019,21,Dollars (millions),H28
2019,C,Dollars (millions),H29
2019,"2,Dollars (millions),H30
2019,"1,Dollars (millions),H31
2019,805,Dollars (millions),H32
2019,357,Dollars (millions),H33
2019,"256,Dollars,H34
2019,"12,Dollars,H35
2019,172,Percentage,H36
2019,69,Percentage,H37
2019,36,Percentage,H38
2019,21,Percentage,H39
2019,10,Percentage,H40
2019,51,Percentage,H41
2019,"5,Dollars (millions),H01
2019,"5,Dollars (millions),H02
2019,671,Dollars (millions),H03
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,13,Dollars (millions),H07
2019,"5,Dollars (millions),H08
2019,C,Dollars (millions),H09
2019,16,Dollars (millions),H10
2019,79,Dollars (millions),H11
2019,964,Dollars (millions),H12
2019,0,Dollars (millions),H13
2019,"3,Dollars (millions),H17
2019,"1,Dollars (millions),H18
2019,C,Dollars (millions),H20
2019,717,Dollars (millions),H21
2019,721,Dollars (millions),H22
2019,262,Dollars (millions),H23
2019,"3,Dollars (millions),H24
2019,"1,Dollars (millions),H25
2019,598,Dollars (millions),H26
2019,144,Dollars (millions),H27
2019,51,Dollars (millions),H28
2019,755,Dollars (millions),H29
2019,"3,Dollars (millions),H30
2019,814,Dollars (millions),H31
2019,"1,Dollars (millions),H32
2019,723,Dollars (millions),H33
2019,"241,Dollars,H34
2019,"10,Dollars,H35
2019,112,Percentage,H36
2019,65,Percentage,H37
2019,40,Percentage,H38
2019,32,Percentage,H39
2019,9,Percentage,H40
2019,27,Percentage,H41
2019,"1,Dollars (millions),H01
2019,"1,Dollars (millions),H02
2019,191,Dollars (millions),H03
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,9,Dollars (millions),H07
2019,"1,Dollars (millions),H08
2019,16,Dollars (millions),H09
2019,2,Dollars (millions),H10
2019,28,Dollars (millions),H11
2019,237,Dollars (millions),H12
2019,1,Dollars (millions),H13
2019,"1,Dollars (millions),H17
2019,413,Dollars (millions),H18
2019,10,Dollars (millions),H20
2019,173,Dollars (millions),H21
2019,215,Dollars (millions),H22
2019,74,Dollars (millions),H23
2019,"1,Dollars (millions),H24
2019,569,Dollars (millions),H25
2019,C,Dollars (millions),H26
2019,72,Dollars (millions),H27
2019,44,Dollars (millions),H28
2019,C,Dollars (millions),H29
2019,"1,Dollars (millions),H30
2019,331,Dollars (millions),H31
2019,405,Dollars (millions),H32
2019,275,Dollars (millions),H33
2019,"479,Dollars,H34
2019,"19,Dollars,H35
2019,140,Percentage,H36
2019,88,Percentage,H37
2019,33,Percentage,H38
2019,22,Percentage,H39
2019,7,Percentage,H40
2019,33,Percentage,H41
2019,"16,Dollars (millions),H01
2019,"3,Dollars (millions),H02
2019,"12,Dollars (millions),H03
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,159,Dollars (millions),H07
2019,"14,Dollars (millions),H08
2019,254,Dollars (millions),H09
2019,133,Dollars (millions),H10
2019,511,Dollars (millions),H11
2019,"4,Dollars (millions),H12
2019,C,Dollars (millions),H13
2019,"1,Dollars (millions),H17
2019,"7,Dollars (millions),H18
2019,95,Dollars (millions),H20
2019,297,Dollars (millions),H21
2019,296,Dollars (millions),H22
2019,"1,Dollars (millions),H23
2019,"18,Dollars (millions),H24
2019,"3,Dollars (millions),H25
2019,"10,Dollars (millions),H26
2019,"1,Dollars (millions),H27
2019,923,Dollars (millions),H28
2019,"3,Dollars (millions),H29
2019,"18,Dollars (millions),H30
2019,"6,Dollars (millions),H31
2019,"6,Dollars (millions),H32
2019,"5,Dollars (millions),H33
2019,"98,Dollars,H34
2019,"7,Dollars,H35
2019,63,Percentage,H36
2019,58,Percentage,H37
2019,56,Percentage,H38
2019,19,Percentage,H39
2019,7,Percentage,H40
2019,35,Percentage,H41
2019,"4,Dollars (millions),H01
2019,571,Dollars (millions),H02
2019,"3,Dollars (millions),H03
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,82,Dollars (millions),H07
2019,"3,Dollars (millions),H08
2019,139,Dollars (millions),H09
2019,87,Dollars (millions),H10
2019,176,Dollars (millions),H11
2019,"1,Dollars (millions),H12
2019,0,Dollars (millions),H13
2019,206,Dollars (millions),H17
2019,"1,Dollars (millions),H18
2019,51,Dollars (millions),H20
2019,61,Dollars (millions),H21
2019,60,Dollars (millions),H22
2019,637,Dollars (millions),H23
2019,"11,Dollars (millions),H24
2019,"2,Dollars (millions),H25
2019,"7,Dollars (millions),H26
2019,"1,Dollars (millions),H27
2019,491,Dollars (millions),H28
2019,"1,Dollars (millions),H29
2019,"11,Dollars (millions),H30
2019,"4,Dollars (millions),H31
2019,"3,Dollars (millions),H32
2019,"3,Dollars (millions),H33
2019,"130,Dollars,H34
2019,"19,Dollars,H35
2019,68,Percentage,H36
2019,67,Percentage,H37
2019,64,Percentage,H38
2019,15,Percentage,H39
2019,6,Percentage,H40
2019,38,Percentage,H41
2019,"11,Dollars (millions),H01
2019,"3,Dollars (millions),H02
2019,"8,Dollars (millions),H03
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,77,Dollars (millions),H07
2019,"11,Dollars (millions),H08
2019,115,Dollars (millions),H09
2019,46,Dollars (millions),H10
2019,334,Dollars (millions),H11
2019,"3,Dollars (millions),H12
2019,C,Dollars (millions),H13
2019,"1,Dollars (millions),H17
2019,"5,Dollars (millions),H18
2019,44,Dollars (millions),H20
2019,236,Dollars (millions),H21
2019,236,Dollars (millions),H22
2019,597,Dollars (millions),H23
2019,"6,Dollars (millions),H24
2019,"1,Dollars (millions),H25
2019,"3,Dollars (millions),H26
2019,848,Dollars (millions),H27
2019,432,Dollars (millions),H28
2019,"1,Dollars (millions),H29
2019,"6,Dollars (millions),H30
2019,"2,Dollars (millions),H31
2019,"3,Dollars (millions),H32
2019,"1,Dollars (millions),H33
2019,"90,Dollars,H34
2019,"4,Dollars,H35
2019,57,Percentage,H36
2019,50,Percentage,H37
2019,55,Percentage,H38
2019,28,Percentage,H39
2019,9,Percentage,H40
2019,31,Percentage,H41
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019, dividends and donations", Postal and Warehousing",Dollars (millions)
2019, grants and subsidies", Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial performance, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial position, Postal and Warehousing",Dollars (millions)
2019,Financial ratios, Postal and Warehousing",Dollars
2019,Financial ratios, Postal and Warehousing",Dollars
2019,Financial ratios, Postal and Warehousing",Percentage
2019,Financial ratios, Postal and Warehousing",Percentage
2019,Financial ratios, Postal and Warehousing",Percentage
2019,Financial ratios, Postal and Warehousing",Percentage
2019,Financial ratios, Postal and Warehousing",Percentage
2019,"9,Dollars (millions),H01
2019,"9,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,C,Dollars (millions),H07
2019,"9,Dollars (millions),H08
2019,146,Dollars (millions),H09
2019,562,Dollars (millions),H10
2019,617,Dollars (millions),H11
2019,"2,Dollars (millions),H12
2019,C,Dollars (millions),H13
2019,"5,Dollars (millions),H19
2019,42,Dollars (millions),H20
2019,39,Dollars (millions),H21
2019,37,Dollars (millions),H22
2019,615,Dollars (millions),H23
2019,"7,Dollars (millions),H24
2019,"2,Dollars (millions),H25
2019,"4,Dollars (millions),H26
2019,"1,Dollars (millions),H27
2019,469,Dollars (millions),H28
2019,"1,Dollars (millions),H29
2019,"7,Dollars (millions),H30
2019,"3,Dollars (millions),H31
2019,"2,Dollars (millions),H32
2019,"2,Dollars (millions),H33
2019,"237,Dollars,H34
2019,"14,Dollars,H35
2019,100,Percentage,H36
2019,99,Percentage,H37
2019,19,Percentage,H39
2019,8,Percentage,H40
2019,41,Percentage,H41
2019,"9,Dollars (millions),H01
2019,"9,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,C,Dollars (millions),H07
2019,"9,Dollars (millions),H08
2019,146,Dollars (millions),H09
2019,562,Dollars (millions),H10
2019,617,Dollars (millions),H11
2019,"2,Dollars (millions),H12
2019,C,Dollars (millions),H13
2019,"5,Dollars (millions),H19
2019,42,Dollars (millions),H20
2019,39,Dollars (millions),H21
2019,37,Dollars (millions),H22
2019,615,Dollars (millions),H23
2019,"7,Dollars (millions),H24
2019,"2,Dollars (millions),H25
2019,"4,Dollars (millions),H26
2019,"1,Dollars (millions),H27
2019,469,Dollars (millions),H28
2019,"1,Dollars (millions),H29
2019,"7,Dollars (millions),H30
2019,"3,Dollars (millions),H31
2019,"2,Dollars (millions),H32
2019,"2,Dollars (millions),H33
2019,"237,Dollars,H34
2019,"14,Dollars,H35
2019,100,Percentage,H36
2019,99,Percentage,H37
2019,19,Percentage,H39
2019,8,Percentage,H40
2019,41,Percentage,H41
2019,Total income, Water, Air and Other Transport"
2019,Sales of goods and services, Water, Air and Other Transport"
2019,"Interest, Water, Air and Other Transport"
2019,"Government funding, Water, Air and Other Transport"
2019,Non-operating income, Water, Air and Other Transport"
2019,Total expenditure, Water, Air and Other Transport"
2019,Interest and donations, Water, Air and Other Transport"
2019,Indirect taxes, Water, Air and Other Transport"
2019,Depreciation, Water, Air and Other Transport"
2019,Salaries and wages paid, Water, Air and Other Transport"
2019,Redundancy and severance, Water, Air and Other Transport"
2019,Purchases and other operating expenses, Water, Air and Other Transport"
2019,Non-operating expenses, Water, Air and Other Transport"
2019,Opening stocks, Water, Air and Other Transport"
2019,Closing stocks, Water, Air and Other Transport"
2019,Surplus before income tax, Water, Air and Other Transport"
2019,Total assets, Water, Air and Other Transport"
2019,Current assets, Water, Air and Other Transport"
2019,Fixed tangible assets, Water, Air and Other Transport"
2019,Additions to fixed assets, Water, Air and Other Transport"
2019,Disposals of fixed assets, Water, Air and Other Transport"
2019,Other assets, Water, Air and Other Transport"
2019,Total equity and liabilities, Water, Air and Other Transport"
2019,Shareholders funds or owners equity, Water, Air and Other Transport"
2019,Current liabilities, Water, Air and Other Transport"
2019,Other liabilities, Water, Air and Other Transport"
2019,Total income per employee count, Water, Air and Other Transport"
2019,Surplus per employee count, Water, Air and Other Transport"
2019,Current ratio, Water, Air and Other Transport"
2019,Quick ratio, Water, Air and Other Transport"
2019,Return on equity, Water, Air and Other Transport"
2019,Return on total assets, Water, Air and Other Transport"
2019,Liabilities structure, Water, Air and Other Transport"
2019,H01, Courier, Transport Support
2019,H04, Courier, Transport Support
2019,H05, Courier, Transport Support
2019,H06, Courier, Transport Support
2019,H07, Courier, Transport Support
2019,H08, Courier, Transport Support
2019,H09, Courier, Transport Support
2019,H10, Courier, Transport Support
2019,H11, Courier, Transport Support
2019,H12, Courier, Transport Support
2019,H13, Courier, Transport Support
2019,H19, Courier, Transport Support
2019,H20, Courier, Transport Support
2019,H21, Courier, Transport Support
2019,H22, Courier, Transport Support
2019,H23, Courier, Transport Support
2019,H24, Courier, Transport Support
2019,H25, Courier, Transport Support
2019,H26, Courier, Transport Support
2019,H27, Courier, Transport Support
2019,H28, Courier, Transport Support
2019,H29, Courier, Transport Support
2019,H30, Courier, Transport Support
2019,H31, Courier, Transport Support
2019,H32, Courier, Transport Support
2019,H33, Courier, Transport Support
2019,H34, Courier, Transport Support
2019,H35, Courier, Transport Support
2019,H36, Courier, Transport Support
2019,H37, Courier, Transport Support
2019,H39, Courier, Transport Support
2019,H40, Courier, Transport Support
2019,H41, Courier, Transport Support
2019,"2,Dollars (millions),H01
2019,"2,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,C,Dollars (millions),H07
2019,"2,Dollars (millions),H08
2019,36,Dollars (millions),H09
2019,C,Dollars (millions),H10
2019,74,Dollars (millions),H11
2019,603,Dollars (millions),H12
2019,C,Dollars (millions),H13
2019,"1,Dollars (millions),H19
2019,C,Dollars (millions),H20
2019,18,Dollars (millions),H21
2019,20,Dollars (millions),H22
2019,118,Dollars (millions),H23
2019,"2,Dollars (millions),H24
2019,632,Dollars (millions),H25
2019,C,Dollars (millions),H26
2019,88,Dollars (millions),H27
2019,45,Dollars (millions),H28
2019,C,Dollars (millions),H29
2019,"2,Dollars (millions),H30
2019,"1,Dollars (millions),H31
2019,508,Dollars (millions),H32
2019,402,Dollars (millions),H33
2019,"219,Dollars,H34
2019,"10,Dollars,H35
2019,124,Percentage,H36
2019,120,Percentage,H37
2019,8,Percentage,H39
2019,5,Percentage,H40
2019,63,Percentage,H41
2019,"5,Dollars (millions),H01
2019,"5,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,C,Dollars (millions),H07
2019,"4,Dollars (millions),H08
2019,241,Dollars (millions),H09
2019,C,Dollars (millions),H10
2019,469,Dollars (millions),H11
2019,"1,Dollars (millions),H12
2019,C,Dollars (millions),H13
2019,"1,Dollars (millions),H19
2019,C,Dollars (millions),H20
2019,166,Dollars (millions),H21
2019,166,Dollars (millions),H22
2019,"1,Dollars (millions),H23
2019,"26,Dollars (millions),H24
2019,"3,Dollars (millions),H25
2019,"21,Dollars (millions),H26
2019,"1,Dollars (millions),H27
2019,268,Dollars (millions),H28
2019,"1,Dollars (millions),H29
2019,"26,Dollars (millions),H30
2019,"17,Dollars (millions),H31
2019,"3,Dollars (millions),H32
2019,"5,Dollars (millions),H33
2019,"314,Dollars,H34
2019,"65,Dollars,H35
2019,96,Percentage,H36
2019,91,Percentage,H37
2019,7,Percentage,H39
2019,5,Percentage,H40
2019,66,Percentage,H41
2019,"1,Dollars (millions),H01
2019,"1,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,C,Dollars (millions),H07
2019,"1,Dollars (millions),H08
2019,41,Dollars (millions),H09
2019,28,Dollars (millions),H10
2019,77,Dollars (millions),H11
2019,303,Dollars (millions),H12
2019,0,Dollars (millions),H13
2019,652,Dollars (millions),H19
2019,13,Dollars (millions),H20
2019,7,Dollars (millions),H21
2019,12,Dollars (millions),H22
2019,178,Dollars (millions),H23
2019,"2,Dollars (millions),H24
2019,475,Dollars (millions),H25
2019,C,Dollars (millions),H26
2019,382,Dollars (millions),H27
2019,44,Dollars (millions),H28
2019,C,Dollars (millions),H29
2019,"2,Dollars (millions),H30
2019,"1,Dollars (millions),H31
2019,696,Dollars (millions),H32
2019,762,Dollars (millions),H33
2019,"254,Dollars,H34
2019,"35,Dollars,H35
2019,68,Percentage,H36
2019,66,Percentage,H37
2019,18,Percentage,H39
2019,7,Percentage,H40
2019,41,Percentage,H41
2019,"14,Dollars (millions),H01
2019,"13,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,C,Dollars (millions),H07
2019,"14,Dollars (millions),H08
2019,558,Dollars (millions),H09
2019,41,Dollars (millions),H10
2019,"1,Dollars (millions),H11
2019,"2,Dollars (millions),H12
2019,13,Dollars (millions),H13
2019,"8,Dollars (millions),H19
2019,977,Dollars (millions),H20
2019,317,Dollars (millions),H21
2019,381,Dollars (millions),H22
2019,243,Dollars (millions),H23
2019,"23,Dollars (millions),H24
2019,"8,Dollars (millions),H25
2019,"9,Dollars (millions),H26
2019,"1,Dollars (millions),H27
2019,68,Dollars (millions),H28
2019,"6,Dollars (millions),H29
2019,"23,Dollars (millions),H30
2019,"8,Dollars (millions),H31
2019,"8,Dollars (millions),H32
2019,"6,Dollars (millions),H33
2019,"445,Dollars,H34
2019,"7,Dollars,H35
2019,100,Percentage,H36
2019,95,Percentage,H37
2019,3,Percentage,H39
2019,1,Percentage,H40
2019,36,Percentage,H41
2019,"5,Dollars (millions),H01
2019,C,Dollars (millions),H04
2019,Financial performance,Dollars (millions),H05
2019,Financial performance,Dollars (millions),H06
2019,C,Dollars (millions),H07
2019,"5,Dollars (millions),H08
2019,35,Dollars (millions),H09
2019,13,Dollars (millions),H10
2019,303,Dollars (millions),H11
2019,"1,Dollars (millions),H12
2019,6,Dollars (millions),H13
